[SNID] Subject,[PT] Subject,Subject,Predicate,[SNID] Object,[PT] Object,Object,Sentence,Location,#Docs,Doc#,Doc,Source,#Hits,Hit#,Hit
nal_thesaurus.5949,amino acids,amino acids,recognized,ncbi.5295,PIK3R1,p85,"In addition, Ras is uniquely capable of activating PI3K in a p85-independent manner by binding to p110 at amino acids distinct from those recognized by p85.",Standard Abstract,1,1,22783951,https://www.ncbi.nlm.nih.gov/pubmed/22783951,1,1,"The lipid kinase PI3K plays key roles in cellular responses to activation of receptor tyrosine kinases or G protein coupled receptors such as the metabotropic glutamate receptor (mGluR).... In addition, Ras is uniquely capable of activating PI3K in a p85-independent manner by binding to p110 at amino acids distinct from those recognized by p85. ... eng"
nlm.D000906_group_29_3416ae7808989f28a285db37d4b00b5c,Antibodies,antibodies,raised,ncbi.5179,PENK,met-enkephalin,"By use of antibodies raised against leu-enkephalin and met-enkephalin immunoreactive, opioidergic bi- and multipolar cells were demonstrated in the pineal gland of the European hamster.",Standard Abstract,1,1,7850859,https://www.ncbi.nlm.nih.gov/pubmed/7850859,1,1,"By use of antibodies raised against leu-enkephalin and met-enkephalin immunoreactive, opioidergic bi- and multipolar cells were demonstrated in the pineal gland of the European hamster.... eng"
nlm.D007480,Iopanoic Acid,The deiodinase inhibitor iopanoic acid,blocks,ncbi.4929,NR4A2,not,The deiodinase inhibitor iopanoic acid blocks T4- but not T3-induced cell division.,Standard Abstract,1,1,14729480,https://www.ncbi.nlm.nih.gov/pubmed/14729480,1,1,"The thyroid gland synthesizes thyroxine (T4), which passes through the larval tadpole's circulatory system.... The deiodinase inhibitor iopanoic acid blocks T4- but not T3-induced cell division. ... eng"
nal_thesaurus.47508,interleukin-4,IL-4,decreased,ncbi.3439,IFNA1,IFN-γ,"G-CSF-microglia-T cells increased IL-4 and IL-10 secretions and decreased IFN-γ, TNF-α, and IL-17 productions.",Standard Abstract,1,1,28646409,https://www.ncbi.nlm.nih.gov/pubmed/28646409,1,1,"G-CSF is a growth factor that has known neuroprotective effects in a variety of experimental brain injury models.... G-CSF-microglia-T cells increased IL-4 and IL-10 secretions and decreased IFN-γ, TNF-α, and IL-17 productions.... eng"
nlm.D010743,Phospholipids,various phospholipids,differently affect,ncbi.3265,HRAS,Ki-Ras-,"These results indicate that various phospholipids differently affect Ki-Ras-, Ha-Ras, and Rap1B-induced B-Raf activation.",Standard Abstract,1,1,8663012,https://www.ncbi.nlm.nih.gov/pubmed/8663012,1,1,"We have recently purified a Ki-Ras- and Ha-Ras-dependent extracellular signal-regulated kinase kinase from bovine brain and identified it as B-Raf protein kinase complexed with 14-3-3 proteins (Yamamori, B., Kuroda, S., Shimizu, K., Fukui, K., Ohtsuka, T., and Takai, Y. (1995) J. Biol. Chem. 270, 11723-11726).... These results indicate that various phospholipids differently affect Ki-Ras-, Ha-Ras, and Rap1B-induced B-Raf activation.... eng"
nlm.D003094_group_4_b8256868a0e69166ba5d7c39b8e513b4,Collagen,the collagen,induced,ncbi.25842,ASF1A,CIA,"The present study was carried out to evaluate the therapeutic potential of a newly isolated coumarin derivative from rue plant, 8-methoxy-chromen-2-one (MCO) in the collagen induced arthritic (CIA) rat model.",Standard Abstract,1,1,26440401,https://www.ncbi.nlm.nih.gov/pubmed/26440401,1,1,"Ruta graveolens (Rue) is a well-known medicinal plant having anti-inflammatory and other healing properties.... The present study was carried out to evaluate the therapeutic potential of a newly isolated coumarin derivative from rue plant, 8-methoxy-chromen-2-one (MCO) in the collagen induced arthritic (CIA) rat model. ... eng"
nlm.D009525,Niacin,Statin/niacin ER combination regimens,also increased,ncbi.3290,HSD11B1,HDL-C,Statin/niacin ER combination regimens also increased HDL-C and large HDL (HDL2) and lowered triglycerides and lipoprotein (a) significantly more than other regimens.,Standard Abstract,1,1,17239888,https://www.ncbi.nlm.nih.gov/pubmed/17239888,1,1,International guidelines recommend lower target cholesterol levels and treatment of low high-density lipoprotein cholesterol (HDL-C) and elevated triglycerides for patients at moderately high to high coronary heart disease (CHD) risk.... Statin/niacin ER combination regimens also increased HDL-C and large HDL (HDL2) and lowered triglycerides and lipoprotein (a) significantly more than other regimens.... eng
chebi.7936,paroxetine,Paroxetine,potently inhibits,ncbi.1565,CYP2D6,CYP2D6,"Paroxetine potently inhibits CYP2D6, which can result in increased neuroleptic serum concentrations, accompanied by increased CNS side-effects.",Standard Abstract,1,1,10471171,https://www.ncbi.nlm.nih.gov/pubmed/10471171,1,1,"Selective serotonin reuptake inhibitors (SSRIs) are prescribed alone and in combination with other psychotropic medications in the treatment of a variety of psychiatric disorders.... Paroxetine potently inhibits CYP2D6, which can result in increased neuroleptic serum concentrations, accompanied by increased CNS side-effects.... eng"
nlm.D006657,Histones,Histone,potentiates,ncbi.760,CA2,Ca2+,"Histone potentiates the activation by Ca2+, but does not shift the optimum Ca2+ concentration.",Standard Abstract,1,1,1654825,https://www.ncbi.nlm.nih.gov/pubmed/1654825,1,1,"Phospholipase C from rat liver with a molecular weight of 87,000 (PLC delta) is stimulated by polyamines, basic proteins, and basic polyamino acids.... Histone potentiates the activation by Ca2+, but does not shift the optimum Ca2+ concentration.... eng"
nal_thesaurus.47468,integrins,integrins,phosphorylating,ncbi.5829,PXN,paxillin,These results suggest that c-Abl may mediate effects of integrins on cell functions by phosphorylating paxillin.,Standard Abstract,1,1,9603926,https://www.ncbi.nlm.nih.gov/pubmed/9603926,1,1,The c-Abl proto-oncogene is a non-receptor tyrosine kinase whose activity and localization are regulated by integrins.... These results suggest that c-Abl may mediate effects of integrins on cell functions by phosphorylating paxillin. ... eng
nal_thesaurus.54750,nitric oxide,nitric oxide,exhaled,ncbi.22858,ICK,eCO,"Fraction exhaled nitric oxide (FeNO) and exhaled carbon monoxide (eCO) measured in EB, together with pH, nitrite, nitrate and interleukin-6 levels measured in EBC were prospectively analyzed in 35 patients with SSc.",Standard Abstract,1,1,28038794,https://www.ncbi.nlm.nih.gov/pubmed/28038794,2,1,"Interstitial lung disease (ILD) is one of the major causes of death in systemic sclerosis (SSc).... Fraction exhaled nitric oxide (FeNO) and exhaled carbon monoxide (eCO) measured in EB, together with pH, nitrite, nitrate and interleukin-6 levels measured in EBC were prospectively analyzed in 35 patients with SSc.... eng"
nal_thesaurus.17359,naringin,Naringin treatment,also markedly blocked,ncbi.7965,AIMP2,p38,Naringin treatment also markedly blocked the activation of p38 in response to UVB stimulation in the mouse skin.,Standard Abstract,1,1,26908354,https://www.ncbi.nlm.nih.gov/pubmed/26908354,1,1,Naringin is a bioflavonoid and has free radical scavenging and anti-inflammatory properties.... Naringin treatment also markedly blocked the activation of p38 in response to UVB stimulation in the mouse skin.... eng
nlm.D000906_group_29_3416ae7808989f28a285db37d4b00b5c,Antibodies,antibodies,raised,ncbi.4586,MUC5AC,mucin,"Polyclonal antibodies raised against mucin obtained using 8 fractions reacted with mucin and contaminant, but antibodies raised against mucin obtained using 26 fractions reacted only with mucin.",Standard Abstract,1,1,8061635,https://www.ncbi.nlm.nih.gov/pubmed/8061635,1,1,"The accuracy of an immunoassay for mucin depends on the antibodies' specificity.... Polyclonal antibodies raised against mucin obtained using 8 fractions reacted with mucin and contaminant, but antibodies raised against mucin obtained using 26 fractions reacted only with mucin.... eng"
nal_thesaurus.3937,growth factors,the growth factors,examined,ncbi.2247,FGF2,FGF-2,"Among all of the growth factors examined, FGF-2 was the most potent mitogen.",Standard Abstract,1,1,8987750,https://www.ncbi.nlm.nih.gov/pubmed/8987750,1,1,"Proliferation of supporting cells in the inner ear is the early major event occurring during hair cell regeneration after acoustic trauma or aminoglycoside treatment.... Among all of the growth factors examined, FGF-2 was the most potent mitogen.... eng"
nlm.D027283,Large Neutral Amino Acid-Transporter 1,SLC7A5,downregulated,ncbi.3667,IRS1,IRS1,"In MAC-T cells, the OPAA upregulated the mRNA expression of SLC1A5 and SLC7A5 but downregulated the expression of IRS1, AKT3, EEF1A1, and EEF2 compared with the control.",Standard Abstract,1,1,28571990,https://www.ncbi.nlm.nih.gov/pubmed/28571990,1,1,"Amino acids are the building blocks of proteins and serve as key molecular components upstream of the signaling pathways that regulate protein synthesis.... In MAC-T cells, the OPAA upregulated the mRNA expression of SLC1A5 and SLC7A5 but downregulated the expression of IRS1, AKT3, EEF1A1, and EEF2 compared with the control.... eng"
nlm.D004126,Dimethylformamide,"N,N-dimethylformamide",phosphate-buffered,ncbi.706,TSPO,PBS,"These dimeric phthalocyanines were significantly self-quenched due to the close proximity of the phthalocyanine units inside the mesopores, resulting in much weaker fluorescence emission and singlet oxygen generation, both in N,N-dimethylformamide and in phosphate-buffered saline (PBS), compared with the free molecular counterparts.",Standard Abstract,1,1,28661122,https://www.ncbi.nlm.nih.gov/pubmed/28661122,1,1,"An acid-cleavable acetal-linked zinc(II) phthalocyanine dimer with an azido terminal group (cPc) was prepared and conjugated to alkyne-modified mesoporous silica nanoparticles via copper(I)-catalyzed alkyne-azide cycloaddition reaction.... These dimeric phthalocyanines were significantly self-quenched due to the close proximity of the phthalocyanine units inside the mesopores, resulting in much weaker fluorescence emission and singlet oxygen generation, both in N,N-dimethylformamide and in phosphate-buffered saline (PBS), compared with the free molecular counterparts.... eng"
nlm.D056766,Cyclin G1,Cyclin G1,interacted,ncbi.1017,CDK2,CDK2,"Additionally, the result of immunoprecipitation test showed Cyclin G1 interacted with CDK2 in EOC cells.",Standard Abstract,1,1,25981880,https://www.ncbi.nlm.nih.gov/pubmed/25981880,1,1,"Cyclin G1 plays an essential role in the development of human carcinoma.... Additionally, the result of immunoprecipitation test showed Cyclin G1 interacted with CDK2 in EOC cells. ... eng"
nlm.D002976,Clenbuterol,Clenbuterol,caused,ncbi.9215,LARGE1,large,Clenbuterol caused large (20%) increases in the ratio of RNA to protein in muscle indicating that it may have stimulated protein synthesis.,Standard Abstract,1,1,2804261,https://www.ncbi.nlm.nih.gov/pubmed/2804261,1,1,"A single injection of endotoxin (1 mg/kg, sc) in rats caused significant fever, body weight loss and reduction in gastrocnemius muscle mass, none of which was mimicked by pair-feeding.... Clenbuterol caused large (20%) increases in the ratio of RNA to protein in muscle indicating that it may have stimulated protein synthesis.... eng"
chebi.90232,9-(tetrahydrofuryl)adenine,SQ22536,enhanced,ncbi.820,CAMP,db-cAMP,"The up-regulatory effect of SNAP on HA-induced HOS cell proliferation was suppressed by SQ22536 and KT5720, but enhanced by db-cAMP, IBMX, and rolipram.",Standard Abstract,1,1,18788505,https://www.ncbi.nlm.nih.gov/pubmed/18788505,1,1,"BACKGROUND AND AIMS OF THE WORK: Nitric oxide (NO) has been reported to enhance the production of cAMP by hydroxyapatite (HA)-induced a human osteoblast cell line (HOS cells).... The up-regulatory effect of SNAP on HA-induced HOS cell proliferation was suppressed by SQ22536 and KT5720, but enhanced by db-cAMP, IBMX, and rolipram.... eng"
nal_thesaurus.10468,methotrexate,low-dose methotrexate,document increased,ncbi.4580,MTX1,MTX,Clinical studies of low-dose methotrexate (LDMTX) pharmacokinetics document increased plasma concentrations of MTX after co-administration of the drug with amiodarone or macrolide antibiotics.,Standard Abstract,1,1,18548509,https://www.ncbi.nlm.nih.gov/pubmed/18548509,1,1,Clinical studies of low-dose methotrexate (LDMTX) pharmacokinetics document increased plasma concentrations of MTX after co-administration of the drug with amiodarone or macrolide antibiotics.... eng
nal_thesaurus.127428,small interfering RNA,small interfering RNA,enhanced,ncbi.5433,POLR2D,RBP4,Inhibition of Akt1 by small interfering RNA decreased p-eNOS production enhanced by RBP4 in human umbilical vein endothelial cells.,Standard Abstract,1,1,21458418,https://www.ncbi.nlm.nih.gov/pubmed/21458418,1,1,"The study was designed to investigate the effect of retinol binding protein (RBP)-4 on the phosphatidylinositol 3-kinase (PI3K) and mitogen-activated protein kinase (MAPK) pathways, which mediate the effects of insulin in vascular endothelial cells.... Inhibition of Akt1 by small interfering RNA decreased p-eNOS production enhanced by RBP4 in human umbilical vein endothelial cells.... eng"
nal_thesaurus.7699,urea,urea,inhibit,ncbi.824,CAPN2,m-calpain,"Sodium dodecyl sulfate and urea inhibit m-calpain completely at 0.045% and 2.0 M, respectively.",Standard Abstract,1,1,2853232,https://www.ncbi.nlm.nih.gov/pubmed/2853232,1,1,"Three to six mg of the millimolar Ca2+-requiring proteinase (m-calpain) were obtained from 1 kg bovine cardiac muscle (fresh wt) and some enzymatic properties of this proteinase were determined.... Sodium dodecyl sulfate and urea inhibit m-calpain completely at 0.045% and 2.0 M, respectively.... eng"
